"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
1453,"SH","State House","Minority Leader",54,"Puerto Rico",4,"Second Floor Annex Building","PO Box 9022228","San Juan","PR","00904","(787) 722-0458","(787) 724-0459","http://tucamarapr.org/dnncamara/web/contacto.aspx?rep=179","http://tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=179","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1454,"SH","State House","Deputy Minority Leader",54,"Puerto Rico",6,"First Floor Annex Building","PO Box 9022228","San Juan","PR","00904","(787) 722-3539","(787) 721-3644","","http://tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=39","Mendez Nunez","Carlos","","","","","","","","","","","","","","","","","","","","","","","","",""
1455,"SS","State Senate","Senate President",54,"Puerto Rico",1,"Senado-El Capitolio","PO Box 9023431","San Juan","PR","00902-3431","(787) 724-2030","(787) 722-2684","ebhatia@senado.pr.gov","http://senado.pr.gov/senadores/Pages/senadores.aspx","Bhatia Gautier","Eduardo","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1456,"SS","State Senate","President Pro Tem",54,"Puerto Rico",2,"Senado-El Capitolio","PO Box 9023431","San Juan","PR","00902","(787) 724-2030","","jldalmau@senado.pr.gov","http://senado.pr.gov/senadores/Pages/senadores.aspx","Dalmau Santiago","Jose","Luis","","","","","","","","","","","","","","","","","","","","","","","",""
1457,"SS","State Senate","Majority Leader",54,"Puerto Rico",3,"Senado-El Capitolio","PO Box 9023431","San Juan","PR","00902","(787) 724-2030","","ajtorres@senado.pr.gov","http://senado.pr.gov/senadores/Pages/senadores.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1458,"SS","State Senate","Minority Leader",54,"Puerto Rico",4,"Senado-El Capitolio","PO Box 9023431","San Juan","PR","00902","(787) 724-2030","","lseilhamer@senado.pr.gov","http://senado.pr.gov/senadores/Pages/senadores.aspx","Seilhamer Rodriguez","Larry","N.","","","","","","","","","","","","","","","","","","","","","","","",""
1459,"SH","State House","General Assembly Deputy Republican Leader",31,"New Jersey",37,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3400","(609) 633-9806","AsmHandlin@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Handlin","Amy","H.","","","","","","","","","","","","","","","","","","","","","","","",""
1460,"SH","State House","General Assembly Deputy Conference Leader",31,"New Jersey",31,"State House","125 West State Street","Trenton","NJ","08625","(732) 847-3400","(732) 633-9806","","http://www.njleg.state.nj.us/members/bio.asp?Leg=314","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1461,"SH","State House","General Assembly Assistant Republican Leader",31,"New Jersey",41,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3400","(609) 633-9806","AsmDeCroce@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","DeCroce","BettyLou","","","","","","","","","","","","","","","","","","","","","","","","",""
1462,"SS","State Senate","President of the Senate",52,"American Samoa",1,"Legislature of American Samoa","Fagatogo Village PO Box 485","Pago Pago","AS","96799","(684) 633-4565","","","","Tofau","Gaoteote","Palaie","","","","","","","","","","","","","","","","","","","","","","","",""
1463,"SS","State Senate","Senate Assistant Democratic Conference Leader for Intergovernmental Affairs",33,"New York",32,"Room 617 Legislative Office Building","188 State Street Room","Albany","NY","12247","(518) 455-2701","(518) 455-2816","Comrie@nysenate.gov","http://www.nysenate.gov/senate-leadership","Comrie","Leroy","G.","","","","","","","","","","","","","","","","","","","","","","","",""
1464,"SH","State House","General Assembly Deputy Speaker",31,"New Jersey",9,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","AsmJasey@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Jasey","Mila","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1465,"SH","State House","House Minority Parliamentarian",12,"Maryland",26,"Room 320 Lowe House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3359","(410) 841-3349","haven.shoemaker@house.state.md.us","http://msa.maryland.gov/msa/mdmanual/06hse/html/hse.html#organ","Shoemaker","Haven","N.","","","","","","","","","","","","","","","","","","","","","","","",""
1472,"SS","State Senate","Senate Majority Whip",37,"Oklahoma",8,"Room 414 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-5607","","simpson@oksenate.gov","http://www.oksenate.gov/Senators/Default.aspx?selectedtab=1","Simpson","Frank","","","","","","","","","","","","","","","","","","","","","","","","",""
1474,"SS","State Senate","Senate Vice Democratic Caucus Chair",37,"Oklahoma",17,"Room 518 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-5598","","Matthews@oksenate.gov","http://www.oksenate.gov/Senators/Default.aspx?selectedtab=1","Matthews","Kevin","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1475,"SS","State Senate","Senate Democratic Whip",37,"Oklahoma",18,"Room 522-B State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-5566","","dossett@oksenate.gov","http://www.oksenate.gov/Senators/Default.aspx?selectedtab=1","Dossett","J.J.","","","","","","","","","","","","","","","","","","","","","","","","",""
1476,"SS","State Senate","Senate Assistant Majority Leader Parliamentarian",6,"Indiana",4,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Brown@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Brown","Liz","","","","","","","","","","","","","","","","","","","","","","","","",""
1477,"SS","State Senate","Senate Assistant Majority Caucus Chair",6,"Indiana",9,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Senator.Tomes@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Tomes","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
1478,"SS","State Senate","Senate Tax and Fiscal Policy Ranking Minority Member",6,"Indiana",18,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9847","","s40@in.gov","http://indianasenatedemocrats.org/senators/","Stoops","Mark","","","","","","","","","","","","","","","","","","","","","","","","",""
1479,"SH","State House","Assistant Clerk",41,"South Carolina",6,"Blatt Building","1105 Pendleton Street","Columbia","SC","29201","(803) 734-3230","","","","Hottel","David","B.","","","","","","","","","","","","","","","","","","","","","","","",""
1480,"SS","State Senate","Assistant Clerk",41,"South Carolina",4,"Gressette Building","","Columbia","SC","29202","(803) 212-6300","","","","Moffitt","Kenneth","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1482,"SH","State House","House Appropriations Chair",45,"Utah",5,"350 North State Street","PO Box 145030","Salt Lake City","UT","84114","(801) 538-1029","","blast@le.utah.gov","http://le.utah.gov/house2/leadership.jsp","Last","Bradley","G.","","","","","","","","","","","","","","","","","","","","","","","",""
1483,"SH","State House","House Rules Committee Chair",45,"Utah",7,"350 North State Street","PO Box 145030","Salt Lake City","UT","84114","(801) 538-1029","","mnoel@kanab.net","http://le.utah.gov/house2/leadership.jsp","Noel","Michael","E.","","","","","","","","","","","","","","","","","","","","","","","",""
1485,"SH","State House","House Minority Caucus Manager",45,"Utah",11,"350 North State Street","PO Box 145030","Salt Lake City","UT","84114","(801) 538-1029","","shollins@le.utah.gov","http://le.utah.gov/house2/leadership.jsp","Hollins","Sandra","","","","","","","","","","","","","","","","","","","","","","","","",""
1486,"SH","State House","House Majority Party Caucus Chair",12,"Maryland",23,"Room 350 Lowe House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3303","(410) 841-3537","luke.clippinger@house.state.md.us","http://msa.maryland.gov/msa/mdmanual/06hse/html/hse.html#organ","Clippinger","Luke","H.","","","","","","","","","","","","","","","","","","","","","","","",""
1487,"SH","State House","House Minority Party Caucus Chair",12,"Maryland",36,"Room 321 Lowe House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3449","(410) 841-3093","jay.jacobs@house.state.md.us","http://msa.maryland.gov/msa/mdmanual/06hse/html/hse.html#organ","Jacobs","Jay","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1489,"SS","State Senate","President of the Senate",25,"Mississippi",1,"State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3200","","","http://www.ltgovreeves.ms.gov/","Reeves","Tate","","","","","","","","","","","","","","","","","","","","","","","","",""
1490,"SH","State House","House Assistant Majority Whip",22,"Connecticut",30,"Room 4002 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","kim.rose@cga.ct.gov","http://www.housedems.ct.gov/leadership","Rose","Kim","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1492,"SH","State House","House Majority Whip-At-Large",22,"Connecticut",25,"Room 4004 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","Danny.Rovero@cga.ct.gov","http://www.housedems.ct.gov/leadership","Rovero","Daniel","S.","","","","","","","","","","","","","","","","","","","","","","","",""
1493,"SH","State House","House Deputy Majority Leader",22,"Connecticut",17,"Room 4035 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","michelle.cook@cga.ct.gov","http://www.housedems.ct.gov/leadership","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1494,"SH","State House","House Majority Deputy Speaker",22,"Connecticut",8,"Room 4110 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Russell.Morin@cga.ct.gov","http://www.housedems.ct.gov/leadership","Morin","Russell","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1496,"SS","State Senate","Senate Deputy Majority Leader",38,"Oregon",4,"Room S-405 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1708","","Sen.SaraGelser@oregonlegislature.gov","http://www.oregonlegislature.gov/senatedemocrats/Pages/leadership.aspx","Gelser","Sara","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1497,"SS","State Senate","Senate Majority Whip",38,"Oregon",5,"Room S-207 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1714","","sen.markhass@state.or.us","http://www.oregonlegislature.gov/senatedemocrats/Pages/leadership.aspx","Hass","Mark","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1498,"SS","State Senate","Senate Majority Whip",38,"Oregon",6,"Room S-409 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1724","","Sen.RodMonroe@state.or.us","http://www.oregonlegislature.gov/senatedemocrats/Pages/leadership.aspx","Monroe","Rod","","","","","","","","","","","","","","","","","","","","","","","","",""
1499,"SS","State Senate","Senate Assistant Majority Leader",38,"Oregon",8,"Room S-303 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1715","","sen.chuckriley@state.or.us","http://www.oregonlegislature.gov/senatedemocrats/Pages/leadership.aspx","Riley","Chuck","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1501,"SH","State House","House Democratic Caucus Chairman",43,"Tennessee",16,"Suite 33 Legislative Plaza","301 6th Avenue North","Nashville","TN","37243","(615) 741-2184","(615) 253-0181","rep.mike.stewart@capitol.tn.gov","http://www.capitol.tn.gov/house/members/leadership.html","Stewart","Mike","","","","","","","","","","","","","","","","","","","","","","","","",""
1502,"SH","State House","House Democratic Caucus Vice Chairman",43,"Tennessee",17,"Suite 36B Legislative Plaza","301 6th Avenue North","Nashville","TN","37243","(615) 741-4575","(615) 253-0347","rep.antonio.parkinson@capitol.tn.gov","http://www.capitol.tn.gov/house/members/leadership.html","Parkinson","Antonio","","","","","","","","","","","","","","","","","","","","","","","","",""
1503,"SS","State Senate","Senate Republican Caucus Secretary",43,"Tennessee",6,"Suite 6A Legislative Plaza","301 6th Avenue North","Nashville","TN","37243","(615) 741-1648","(615) 253-0270","sen.becky.massey@capitol.tn.gov","http://www.capitol.tn.gov/senate/members/leadership.html","Massey","Becky","Duncan","","","","","","","","","","","","","","","","","","","","","","","",""
1504,"SS","State Senate","Senate Republican Caucus Treasurer",43,"Tennessee",7,"Suite 10A Legislative Plaza","301 6th Avenue North","Nashville","TN","37243","(615) 741-1999","(615) 253-0306","sen.ferrell.haile@capitol.tn.gov","http://www.capitol.tn.gov/senate/members/leadership.html","Haile","Ferrell","","","","","","","","","","","","","","","","","","","","","","","","",""
1505,"SS","State Senate","Senate Democratic Caucus Vice-Chairman",43,"Tennessee",10,"Room 310 Legislative Plaza","6th Avenue North","Nashville","TN","37243","(615) 741-6682","(615) 253-0209","sen.andy.berke@capitol.tn.gov","http://www.capitol.tn.gov/senate/members/s10.html","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1506,"SS","State Senate","Senate Democratic Caucus Secretary/Treasurer",43,"Tennessee",11,"Suite 312 Legislative Plaza","6th Avenue North","Nashville","TN","37243","(615) 741-9128","(615) 253-0291","sen.beverly.marrero@capitol.tn.gov","http://www.capitol.tn.gov/senate/members/s30.html","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1508,"SS","State Senate","Administration Floor Leader",2,"Georgia",14,"Room 113 State Capitol Building","206 Washington Street","Atlanta","GA","30334","(604) 656-7454","(604) 651-5795","larry.walker@senate.ga.gov","http://www.senate.ga.gov/senators/en-US/SenateLeadership2018.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1509,"SS","State Senate","Secretary of the Senate",2,"Georgia",16,"Room 353 State Capitol Building","206 Washington Street","Atlanta","GA","30334","(404) 656-5040","(404) 656-5043","david.cook@senate.ga.gov","http://www.senate.ga.gov/SOS/en-US/Home.aspx","Cook","David","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1511,"SS","State Senate","Senate Deputy Majority Leader for Government Oversight and Accountability",33,"New York",15,"Room 915 Legislative Office Building","188 State Street","Albany","NY","12247","(518) 455-3215","(518) 426-6852","lanza@senate.state.ny.us","http://www.nysenate.gov/senator/andrew-j-lanza","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1513,"SS","State Senate","Senate Majority Whip",49,"West Virginia",4,"Room 216W State Capitol - Building 1","1900 Kanawha Boulevard East","Charleston","WV","25305","(304) 357-7984","","ryan.weld@wvsenate.gov","http://www.legis.state.wv.us/Senate1/roster.cfm","Weld","Ryan","W.","","","","","","","","","","","","","","","","","","","","","","","",""
1514,"SS","State Senate","Senate Minority Whip",49,"West Virginia",6,"Room 209W State Capitol - Building 1","1900 Kanawha Boulevard East","Charleston","WV","25305","(304) 357-7854","","corey.palumbo@wvsenate.gov","http://www.legis.state.wv.us/Senate1/roster.cfm","Palumbo","Corey","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1515,"SH","State House","House Majority Whip",49,"West Virginia",5,"Room 246M State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3176","","carol.miller@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Miller","Carol","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1518,"SH","State House","House Assistant Majority Whip",49,"West Virginia",6,"Room 221E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3122","","saira.blair@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Blair","Saira","G.","","","","","","","","","","","","","","","","","","","","","","","",""
1520,"SH","State House","House Assistant Majority Whip",49,"West Virginia",11,"Room 217E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3274","","eric.householder@wvhouse.gov","http://www.legis.state.wv.us/House/lawmaker.cfm?member=Delegate%20Householder","Householder","Eric","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1521,"SH","State House","House Assistant Majority Whip",49,"West Virginia",7,"Room 222E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3199","","jim.butler@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Butler","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
1522,"SH","State House","House Assistant Majority Whip",49,"West Virginia",13,"Room 207E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3175","","kelli.sobonya@wvhouse.gov","http://www.legis.state.wv.us/House/lawmaker.cfm?member=Delegate%20Sobonya","Sobonya","Kelli","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1524,"SH","State House","House Assistant Majority Whip",49,"West Virginia",8,"Room 223E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3121","","geoff.foster@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1526,"SH","State House","House Minority Whip",49,"West Virginia",18,"Room 258M State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(340) 340-3249","","mike.caputo@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Caputo","Michael","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1527,"SH","State House","House Assistant Minority Whip",49,"West Virginia",20,"Room 150R State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(304) 340-3395","","sean.hornbuckle@wvhouse.gov","http://www.legis.state.wv.us/House/roster.cfm","Hornbuckle","Sean","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1529,"SH","State House","House Assistant Minority Whip",49,"West Virginia",23,"Room 230E State Capitol - Building 1","1900 Kanawha Boulevard West","Charleston","WV","25305","(340) 340-3158","","dave.pethtel@wvhouse.gov","http://www.legis.state.wv.us/House/lawmaker.cfm?member=Delegate%20Pethtel","Pethtel","Dave","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1530,"SH","State House","House Assistant Majority Leader",5,"Illinois",10,"Room 261-S Stratton Office Building","401 South Spring Street","Springfield","IL","62706","(217) 782-0104","(217) 782-1333","repjayhoffman@gmail.com","http://www.ilga.gov/house/100th_House_Officers.pdf","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1531,"SS","State Senate","Senate Majority Caucus Whip",5,"Illinois",13,"Room 111 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-5304","","msandoval@senatedem.ilga.gov","http://www.ilga.gov/senate/Senator.asp?GA=100&MemberID=2327","Sandoval","Martin","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1533,"SH","State House","Vice Speaker",54,"Puerto Rico",2,"First Floor Capitol Building","PO Box 9023431","San Juan","PR","00904","(787) 622-4893","(787) 721-8253","rrivera@camaraderepresentantes.org","http://tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=42","Rivera Ruiz de Porras","Roberto","","","","","","","","","","","","","","","","","","","","","","","","",""
1534,"SH","State House","Majority Leader",54,"Puerto Rico",3,"Second Floor Capitol Building","PO Box 9023431","San Juan","PR","00904","(787) 622-4896","(787) 622-4886","http://tucamarapr.org/dnncamara/web/contacto.aspx?rep=22","http://tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=22","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1536,"SS","State Senate","Senate Minority Whip",53,"Guam",10,"Suite 807 DNA Building","238 Archbishop Flores Street","Hagatna","GU","96910","(617) 475-6279","(671) 472-0004","marycamachotorres@gmail.com","http://www.guamlegislature.com/senators_33rd.htm","Torres","Mary","Camacho","","","","","","","","","","","","","","","","","","","","","","","",""
1538,"SS","State Senate","Senate Assistant Minority Leader",53,"Guam",9,"Suite 104 De La Corte Building","167 East Marine Corp Drive","Hagatna","GU","96910","(671) 472-3462","","brantforguam@gmail.com","http://www.guamlegislature.com/senators_33rd.htm","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1539,"SS","State Senate","Senate Assistant Minority Whip",53,"Guam",11,"Suite 202 Ada Plaza Center, Building B","173 Aspinall Avenue","Hagatna","GU","96910","(617) 478-8669","","tommy@senatormorrison.com","http://www.guamlegislature.com/senators_33rd.htm","Morrison","Thomas","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1540,"SS","State Senate","Senate President Pro Tempore",49,"West Virginia",2,"Room 206W State Capitol - Building 1","1900 Kanawha Boulevard East","Charleston","WV","25305","(304) 357-7905","","donna.boley@wvsenate.gov","http://www.legis.state.wv.us/Senate1/roster.cfm","Boley","Donna","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1541,"SS","State Senate","Senate Majority Leader",11,"Maine",2,"3 State House Station","","Augusta","ME","04333","(207) 287-1505","(207) 287-1527","Garrett.Mason@legislature.maine.gov","http://legisweb1.mainelegislature.org/wp/senate/senate-offices/republican/","Mason","Garrett","P.","","","","","","","","","","","","","","","","","","","","","","","",""
1545,"SS","State Senate","Chair Pro Tempore of the Council",24,"District of Columbia",2,"Suite 506","1350 Pennsylvania Avenue","Washington","DC","20004","(202) 724-8028","(202) 724-8076","kmcduffie@dccouncil.us","http://dccouncil.us/council","McDuffie","Kenyan","R.","","","","","","","","","","","","","","","","","","","","","","","",""
1546,"SS","State Senate","President of the Senate",55,"Virgin Islands",1,"Capitol Building","PO Box 1690","St. Thomas","VI","00804","(340) 693-3529","(340) 712-2242","","http://www.legvi.org/index.php/senator-neville-a-james","James","Neville","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1547,"SS","State Senate","Vice President of the Senate",55,"Virgin Islands",2,"Capitol Building","PO Box 1690","St. Thomas","VI","00804-1690","(340) 693-3521","(340) 693-3633","jyoung@legvi.org","http://www.legvi.org/index.php/senator-janette-millin-young","Millin Young","Janette","","","","","","","","","","","","","","","","","","","","","","","","",""
1550,"SH","State House","House Assistant Minority Leader",5,"Illinois",16,"Room 224-N Stratton Office Building","401 South Spring Street","Springfield","IL","62706","(217) 782-8152","(217) 782-1275","repunes@gmail.com","http://www.ilga.gov/house/100th_House_Officers.pdf","Unes","Michael","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1551,"SH","State House","House Assistant Minority Leader",5,"Illinois",20,"Room 209-N Stratton Office Building","401 South Spring Street","Springfield","IL","62706","(217) 782-0416","(217) 557-4530","rephammond@macomb.com","http://www.ilga.gov/house/Rep.asp?GA=99&MemberID=2194","Hammond","Norine","K.","","","","","","","","","","","","","","","","","","","","","","","",""
1552,"SH","State House","House Assistant Minority Leader",5,"Illinois",19,"Room 219-N Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8182","(217) 782-1141","","http://www.ilga.gov/house/100th_House_Officers.pdf","McAuliffe","Michael","P.","","","","","","","","","","","","","","","","","","","","","","","",""
1553,"SH","State House","Assembly Majority Chair, House Operations",33,"New York",20,"Room 519 Legislative Office Building","","Albany","NY","12248","(518) 455-4621","","MillerMG@nyassembly.gov","http://nyassembly.gov/mem/leadership/","Miller","Michael","G.","","","","","","","","","","","","","","","","","","","","","","","",""
1554,"SS","State Senate","President Pro Tem",52,"American Samoa",2,"Legislature of American Samoa","Fagatogo Village PO Box 485","Pago Pago","AS","96799","(684) 633-4056","","","","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1558,"SH","State House","House Majority Whip",34,"North Carolina",5,"Room 638 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27603-5925","(919) 733-5191","","Jon.Hardister@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Hardister","Jon","","","","","","","","","","","","","","","","","","","","","","","","",""
1559,"SH","State House","House Deputy Majority Leader",34,"North Carolina",4,"Room 635 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-5820","","Stephen.Ross@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Ross","Stephen","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1560,"SH","State House","House Majority Freshman Whip",34,"North Carolina",13,"Room 2217 Legislative Building","16 West Jones Street","Raleigh","NC","27601-1096","(919) 733-5821","","Brenden.Jones@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Jones","Brenden","H.","","","","","","","","","","","","","","","","","","","","","","","",""
1561,"SH","State House","House Deputy Democratic Leader",34,"North Carolina",15,"Room 1323 Legislative Building","16 West Jones Street","Raleigh","NC","27601-1096","(919) 733-0057","","Robert.Reives@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Reives","Robert","T.","","","","","","","","","","","","","","","","","","","","","","","",""
1562,"SH","State House","House Joint Caucus Leader",34,"North Carolina",9,"Room 532 Legislative Building","16 West Jones Street","Raleigh","NC","27601","(919) 733-5865","","Pat.Hurley@ncleg.net","http://www.ncleg.net/gascripts/members/viewMember.pl?sChamber=house&nUserID=560","Hurley","Pat","B.","","","","","","","","","","","","","","","","","","","","","","","",""
1563,"SH","State House","House Democratic Whip",34,"North Carolina",16,"Room 502 Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27603-5925","(919) 733-7208","","Verla.Insko@ncleg.net","http://www.ncleg.net/gascripts/members/leadershipList.pl?sChamber=house","Insko","Verla","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1568,"SS","State Senate","Senate Assistant Democratic Conference Leader for Floor Operations",33,"New York",31,"Room 414 State Capitol Building","172 State Street","Albany","NY","12247","(518) 455-2225","(518) 426-6807","breslin@nysenate.gov","http://www.nysenate.gov/senate-leadership","Breslin","Neil","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1575,"SS","State Senate","Senate Deputy Majority Whip",33,"New York",12,"Room 612 Legislative Office Building","188 State Street","Albany","NY","12247","(518) 455-3334","(518) 426-6921","griffo@nysenate.gov","http://www.nysenate.gov/senate-leadership","Griffo","Joseph","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1577,"SS","State Senate","Senate Chair, Majority Steering Committee",33,"New York",11,"Room 310 Legislative Office Building","188 State Street","Albany","NY","12247","(518) 455-2811","(518) 426-6873","little@nysenate.gov","http://www.nysenate.gov/senate-leadership","Little","Betty","O.","","","","","","","","","","","","","","","","","","","","","","","",""
1578,"SH","State House","House Assistant Minority Leader",7,"Iowa",10,"State Capitol","1007 East Grand Avenue","Des Moines","IA","50319","(515) 281-3221","(515) 281-5868","bruce.bearinger@legis.iowa.gov","http://www.legis.iowa.gov/legislators/leadership","Bearinger","Bruce","","","","","","","","","","","","","","","","","","","","","","","","",""
1581,"SH","State House","House Co-Chair, Joint Ways and Means Committee",38,"Oregon",11,"Room H-276 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1413","","Rep.NancyNathanson@oregonlegislature.gov","http://www.oregonlegislature.gov/housedemocrats/Pages/members.aspx","Nathanson","Nancy","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1582,"SH","State House","House Assistant Majority Leader - Policy",38,"Oregon",6,"Room H-488 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1412","","Rep.JohnLively@oregonlegislature.gov","https://www.oregonlegislature.gov/housedemocrats/Pages/members.aspx","Lively","John","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1583,"SH","State House","Assembly Minority Chair, House Operations",33,"New York",41,"Room 723 Legislative Office Building","","Albany","NY","12248","(518) 455-4664","(518) 455-3093","reilicw@assembly.state.ny.us","http://assembly.state.ny.us/mem/Bill-Reilich","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
