"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
14732,"SJUD","FS","Federal Senate","Senate Committee on the Judiciary","Committee","","",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-5225","(202) 224-9102","","http://judiciary.senate.gov","Grassley","Chuck","","CHM","Chairman","Feinstein","Dianne","","RMM","Ranking Minority Member","Davis","Kolan","L.","Staff Director; Chief Counsel","MAJ","(202) 224-5225","Kolan_Davis@judiciary-rep.senate.gov","Foster","Jason","A.","Chief Investigative Counsel","MAJ","(202) 224-5225","Jason_Foster@judiciary-rep.senate.gov","Foy","Taylor","","Press Secretary","MAJ","(202) 224-5225","taylor_foy@judiciary-rep.senate.gov","Ledeen","Barbara","","Professional Staff Member","MAJ","(202) 224-5225","Barbara_Ledeen@judiciary-rep.senate.gov","","","","","","","","Duck","Jennifer","","Staff Director","MIN","(202) 224-7703","jennifer_duck@judiciary-dem.senate.gov","Pendle","David","","Senior Counsel","MIN","(202) 224-7703","David_Pendle@judiciary-dem.senate.gov","Mentzer","Tom","","Commincations Director","MIN","(202) 224-3841","tom_mentzer@feinstein.senate.gov","","","","","","","","Deitz","Alexandria","","Nominations Clerk","MIN","(202) 224-7703","alexandria_deitz@judiciary-dem.senate.gov"
14733,"SSMA","FS","Federal Senate","Senate Committee on Small Business and Entrepreneurship","Committee","","",,"","Room 428A RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6350","(202) 224-5175","(202) 224-5619","info@sbc.senate.gov","http://www.sbc.senate.gov/public/","Risch","James","E.","CHM","Chairman","Cardin","Ben","L.","RMM","Ranking Minority Member","West","Meredith","D.","Deputy Staff Director","MAJ","(202) 224-5175","meredith_west@sbc.senate.gov","Schonhoff","Tara","","Counsel","MAJ","(202) 224-5175","Tara_Schonhoff@sbc.senate.gov","","","","","","","","Bender","Renee","","Professional Staff Member","MAJ","(202) 224-5175","renee_bender@sbc.senate.gov","","","","","","","","Wheeler","Kevin","","Deputy Staff Director","MIN","(202) 224-2809","Kevin_Wheeler@sbc.senate.gov","","","","","","","","Weiss","Brian","","Communications Director","MIN","(202) 224-5175","Brian_Weiss@sbc.senate.gov","Harrington","Ellen","Williams","Professional Staff Member","MIN","(202) 224-5175","ellen_harrington@sbc.senate.gov","","","","","","",""
14734,"SETH","FS","Federal Senate","Senate Select Committee on Ethics","Committee","","",,"","Room 220 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510","(202) 224-2981","(202) 224-7416","mailbox_office@ethics.senate.gov","http://ethics.senate.gov/","Isakson","Johnny","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14714,"SHOM05","FS","Federal Senate","Senate Permanent Subcommittee on Investigations","Subcommittee","Senate Committee on Homeland Security and Governmental Affairs","SHOM",,"","Room 199 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510","(202) 224-3721","","","http://www.hsgac.senate.gov/subcommittees/investigations","Portman","Rob","J.","CHM","Chairman","Carper","Tom","R.","RMM","Ranking Minority Member","Dockham","Andrew","C.","Staff Director","MAJ","(202) 224-3721","Andrew_Dockham@hsgac.senate.gov","Polesovsky","Andrew","","Senior Counsel","MAJ","(202) 224-3721","Andrew_Polesovsky@hsgac.senate.gov","","","","","","","","","","","","","","","","","","","","","","Kilvington","John","P.","Staff Director","MIN","(202) 224-3721","john_kilvington@hsgac.senate.gov","Bamiduro","Portia","R.","Chief Counsel","MIN","(202) 224-3721","portia_bamiduro@hsgac.senate.gov","","","","","","","","","","","","","","","","","","","","",""
14716,"SENV20","FS","Federal Senate","Senate Subcommittee on Transportation and Infrastructure","Subcommittee","Senate Committee on Environment and Public Works","SENV",,"","Room 410 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6175","(202) 224-6176","(202) 224-1273","","http://www.epw.senate.gov/public/index.cfm/transportation-and-infrastructure","Inhofe","James","M.","CHM","Chairman","Cardin","Ben","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14718,"SARM35","FS","Federal Senate","Senate Subcommittee on Strategic Forces","Subcommittee","Senate Committee on Armed Services","SARM",,"","Room 228 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-3871","(202) 228-0036","","http://www.armed-services.senate.gov/about/subcommittees#forces","Fischer","Deb","","CHM","Chairman","Donnelly","Joe","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Binns-Berkey","Augusta","","Professional Staff Member","MAJ","(202) 224-3871","augusta_binns-berkey@armed-services.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greene","Creighton","","Professional Staff Member","MIN","(202) 224-3871","creighton_greene@armed-services.senate.gov","McNamara","Mariah","K.","Clerk","MIN","(202) 224-3871","maggie_mcnamara@armed-services.senate.gov"
14719,"SCOM05","FS","Federal Senate","Senate Subcommittee on Aviation Operations, Safety, and Security","Subcommittee","Senate Committee on Commerce, Science, and Transportation","SCOM",,"","Room 512 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-1251","(202) 228-0303","","http://commerce.senate.gov/public/index.cfm?p=AviationOperationsSafetyandSecurity","Blunt","Roy","D.","CHM","Chairman","Cantwell","Maria","","RMM","Ranking Minority Member","","","","","","","","Reynolds","Michael","W.","Counsel","MAJ","(202) 224-1251","mike_reynolds@commerce.senate.gov","","","","","","","","Brickell","Melissa","","Professional Staff Member (On Leave)","MAJ","(202) 224-1251","missye_brickell@commerce.senate.gov","","","","","","","","","","","","","","","Chapman","Thomas","B.","Counsel","MIN","(202) 224-9000","tom_chapman@commerce.senate.gov","","","","","","","","Wildgoose","Laurence","S.S.","Professional Staff Member","MIN","(202) 224-9000","Laurence_Wildgoose@commerce.senate.gov","","","","","","",""
14663,"HAPP55","FH","Federal House","House Subcommittee on State, Foreign Operations and Related Programs","Subcommittee","House Committee on Appropriations","HAPP",,"","Room HT-2 The Capitol","","Washington","DC","20515-6021","(202) 225-2041","","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34774","Rogers","Hal","D.","CHM","Chairman","Lowey","Nita","M.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Higgins","Craig","","Clerk; Staff Assistant","MAJ","(202) 225-2041","craig.higgins@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14751,"SFIN20","FS","Federal Senate","Senate Subcommittee on International Trade, Customs, and Global Competitiveness","Subcommittee","Senate Committee on Finance","SFIN",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 228-0554","","http://www.finance.senate.gov/about/subcommittees/","Cornyn","John","","CHM","Chairman","Casey","Robert","P.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24650,"HOGOV10","FH","Federal House","House Subcommittee on Health Care, Benefits, and Administrative Rules","Subcommittee","House Committee on Oversight and Government Reform","HOGOV",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://oversight.house.gov/subcommittee/health-care/","Jordan","Jim","D.","CHM","Chairman","Krishnamoorthi","Raja","","RMM","Ranking Minority Member","Vance","Sarah","T.","Staff Director","MAJ","(202) 225-5074","sarah.vance@mail.house.gov","","","","","","","","","","","","","","","Koren","Michael","","Professional Staff Member","MAJ","(202) 225-5074","michael.koren@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24672,"HAGR05","FH","Federal House","House Subcommittee on Biotechnology, Horticulture, and Research","Subcommittee","House Committee on Agriculture","HAGR",,"","Room 1301 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2171","(202) 225-0917","","http://agriculture.house.gov/issues/issue/?IssueID=14897","Davis","Rodney","L.","CHM","Chairman","Lujan Grisham","Michelle","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24673,"HAGR10","FH","Federal House","House Subcommittee on Commodity Exchanges, Energy, and Credit","Subcommittee","House Committee on Agriculture","HAGR",,"","Room 1301 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2171","(202) 225-0917","","http://agriculture.house.gov/issues/issue/?IssueID=14898","Scott","Austin","","CHM","Chairman","Scott","David","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24674,"HAGR25","FH","Federal House","House Subcommittee on Livestock and Foreign Agriculture","Subcommittee","House Committee on Agriculture","HAGR",,"","Room 1301 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2171","(202) 225-0917","","http://agriculture.house.gov/issues/issue/?IssueID=14901","Rouzer","David","C.","CHM","Chairman","Costa","Jim","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24675,"HAGR30","FH","Federal House","House Subcommittee on Nutrition","Subcommittee","House Committee on Agriculture","HAGR",,"","Room 1301 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2171","(202) 225-0917","","http://agriculture.house.gov/issues/issue/?IssueID=14902","Thompson","Glenn","W.","CHM","Chairman","McGovern","Jim","P.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24676,"HNRES10","FH","Federal House","House Subcommittee on Federal Lands","Subcommittee","House Committee on Natural Resources","HNRES",,"","Room 1324 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2761","(202) 225-5929","","http://naturalresources.house.gov/federallands/","McClintock","Tom","","CHM","Chairman","Hanabusa","Colleen","W.","RMM","Ranking Minority Member","Marklund","Chris","","Deputy Staff Director","MAJ","(202) 225-2761","chris.marklund@mail.house.gov","","","","","","","","","","","","","","","Camp","Terry","","Professional Staff Member","MAJ","(202) 225-2761","terry.camp@mail.house.gov","Rodriguez","Rebekah","","Clerk","MAJ","(202) 225-2761","rebekah.rodriguez@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","Bragato","Brandon","","Professional Staff Member","MIN","(202) 225-6065","brandon.bragato@mail.house.gov","","","","","","",""
14753,"SENE10","FS","Federal Senate","Senate Subcommittee on National Parks","Subcommittee","Senate Committee on Energy and Natural Resources","SENE",,"","Room 304 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6150","(202) 224-4971","(202) 228-0539","","http://www.energy.senate.gov/public/index.cfm/subcommittees?p=national-parks","Daines","Steve","","CHM","Chairman","King","Angus","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14755,"SENE15","FS","Federal Senate","Senate Subcommittee on Public Lands, Forests, and Mining","Subcommittee","Senate Committee on Energy and Natural Resources","SENE",,"","Room 304 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6150","(202) 224-7970","(202) 224-6163","","http://www.energy.senate.gov/public/index.cfm/subcommittees?p=public-lands-and-forests","Lee","Mike","","CHM","Chairman","Wyden","Ron","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14758,"SCOM","FS","Federal Senate","Senate Committee on Commerce, Science, and Transportation","Committee","","",,"","Room 512 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6125","(202) 224-1251","(202) 228-0303","","http://commerce.senate.gov/public/index.cfm?p=Home","Thune","John","","CHM","Chairman","Nelson","Bill","","RMM","Ranking Minority Member","Rossi","Nick","","Staff Director","MAJ","(202) 224-1251","nick_rossi@commerce.senate.gov","Van Beek","Jason","","General Counsel","MAJ","(202) 224-1251","jason_vanbeek@commerce.senate.gov","Hill","Frederick","R.","Communications Director","MAJ","(202) 224-1251","frederick_hill@commerce.senate.gov","Plaster","Matthew","","Professional Staff Member","MAJ","(202) 224-1251","Matthew_Plaster@commerce.senate.gov","","","","","","","","Day","Christopher","","Deputy Staff Director","MIN","(202) 224-0411","Christopher_Day@commerce.senate.gov","Ahn","Meeran","","Investigative Counsel","MIN","(202) 224-0411","meeran_ahn@commerce.senate.gov","Gulley","Bryan","","Communications Director","MIN","(202) 224-0411","Bryan_Gulley@commerce.senate.gov","","","","","","","","","","","","","",""
14760,"SAPP40","FS","Federal Senate","Senate Subcommittee on Department of Labor, Health and Human Services, and Education, and Related Agencies","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 135 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-7230","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/labor-health-and-human-services-education-and-related-agencies","Blunt","Roy","D.","CHM","Chairman","Murray","Patty","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Gentile","Michael","","Professional Staff Member","MAJ","(202) 224-7230","Mike_Gentile@appro.senate.gov","Friedel","Laura","A.","Clerk","MAJ","(202) 224-7230","Laura_Friedel@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Bernhardt","Lisa","","Professional Staff Member","MIN","(202) 224-9145","lisa_bernhardt@appro.senate.gov","Keenan","Alex","S.","Clerk","MIN","(202) 224-9145","alex_keenan@appro.senate.gov"
14689,"HCOM25","FH","Federal House","House Subcommittee on Health","Subcommittee","House Committee on Energy and Commerce","HCOM",,"","Room 2125 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6115","(202) 225-2927","(202) 225-1919","","http://energycommerce.house.gov/subcommittee/health","Burgess","Michael","C.","CHM","Chairman","Green","Gene","","RMM","Ranking Minority Member","","","","","","","","Trent","Joshua","B.","Chief Counsel","MAJ","(202) 225-2927","josh.trent@mail.house.gov","","","","","","","","Paluskiewicz","James","P.","Professional Staff Member","MAJ","(202) 225-2927","james.paluskiewicz@mail.house.gov","Gulshen","Jay","","Legislative Clerk","MAJ","(202) 225-2927","jay.gulshen@mail.house.gov","Guarascio","Tiffany","","Staff Director","MIN","(202) 225-3641","tiffany.guarascio@mail.house.gov","Lee","Una","","Counsel","MIN","(202) 225-3641","una.lee@mail.house.gov","","","","","","","","Bolen","Jacquelyn","","Professional Staff Member","MIN","(202) 225-3641","jacquelyn.bolen@mail.house.gov","","","","","","",""
14704,"SBAN","FS","Federal Senate","Senate Committee on Banking, Housing, and Urban Affairs","Committee","","",,"","Room 534 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6075","(202) 224-7391","(202) 224-5137","","https://www.banking.senate.gov/","Crapo","Mike","D.","CHM","Chairman","Brown","Sherrod","C.","RMM","Ranking Minority Member","Richard","Gregg","","Staff Director","MAJ","(202) 224-7391","gregg_richard@crapo.senate.gov","O'Hara","John","","Chief Counsel for National Security","MAJ","(202) 224-7391","john_o'hara@banking.senate.gov","Critchfield","Amanda","N.","Communications Director","MAJ","(202) 224-7391","Amanda_Critchfield@banking.senate.gov","Johnson","Kristine","","Professional Staff Member","MAJ","(202) 224-7391","kristine_johnson@banking.senate.gov","","","","","","","","Swanson","Laura","","Deputy Staff Director (On Leave, Parental)","MIN","(202) 224-7391","Laura_Swanson@banking.senate.gov","Tuku","Elisha","","Chief Counsel","MIN","(202) 224-7391","elisha_tuku@banking.senate.gov","Lewis","Ashley","Marie","Press Secretary","MIN","(202) 224-7391","ashley_lewis@banking.senate.gov","Cooper","Beth","","Professional Staff Member","MIN","(202) 224-7391","beth_cooper@banking.senate.gov","","","","","","",""
14720,"SAPP50","FS","Federal Senate","Senate Subcommittee on Military Construction and Veteran Affairs, and Related Agencies","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 125 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5245","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/military-construction-veterans-affairs-and-related-agencies","Boozman","John","N.","CHM","Chairman","Schatz","Brian","E.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Lettieri","D'Ann","","Professional Staff Member","MAJ","(202) 224-5245","D'Ann_Lettieri@appro.senate.gov","Magnuson","Patrick","R.","Clerk","MAJ","(202) 224-5245","patrick_magnuson@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Bain","Michael","C.","Professional Staff Member","MIN","(202) 224-8224","Michael_Bain@appro.senate.gov","Schulken","Chad","","Clerk","MIN","(202) 224-8224","chad_schulken@appro.senate.gov"
24677,"HNRES20","FH","Federal House","House Subcommittee on Oversight and Investigations","Subcommittee","House Committee on Natural Resources","HNRES",,"","Room 1324 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2761","(202) 225-5929","","http://naturalresources.house.gov/oversightandinvestigations/","Westerman","Bruce","","CHM","Chairman","McEachin","A. Donald","","RMM","Ranking Minority Member","Yi","Sang","H.","Staff Director","MAJ","(202) 225-2761","SYi@mail.house.gov","Strom","John","","Counsel","MAJ","(202) 225-2761","john.strom@mail.house.gov","","","","","","","","Beaumont","Melissa","","Professional Staff Member","MAJ","(202) 225-2761","melissa.beaumont@mail.house.gov","Youpel","Mary","","Clerk","MAJ","(202) 225-2761","mary.youpel@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14735,"SVET","FS","Federal Senate","Senate Committee on Veterans' Affairs","Committee","","",,"","Room 412 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-9126","(202) 228-1852","vaemaildem_@vetaff.senate.gov","http://veterans.senate.gov","Isakson","Johnny","","CHM","Chairman","Tester","Jon","","RMM","Ranking Minority Member","Reece","Adam","","Deputy Staff Director","MAJ","(202) 224-9126","Adam_Reece@vetaff.senate.gov","","","","","","","","Moore","Camlin","","Press Secretary","MAJ","(202) 224-9126","Camlin_Moore@vetaff.senate.gov","Campbell","Leslie","J.","Senior Professional Staff Member (on leave)","MAJ","(202) 224-9126","leslie_campbell@vetaff.senate.gov","","","","","","","","McClain","Tony","","Staff Director","MIN","(202) 224-2074","tony_mcclain@vetaff.senate.gov","Melendrez","Dahlia","","General Counsel","MIN","(202) 224-9126","dahlia_melendrez@vetaff.senate.gov","Byerly","Cassie","","Deputy Press Secretary; Research Assistant","MIN","(202) 224-2074","cassie_byerly@vetaff.senate.gov","Coon","Simon","","Professional Staff Member","MIN","(202) 224-2074","simon_coon@vetaff.senate.gov","","","","","","",""
14774,"SAPP05","FS","Federal Senate","Senate Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 129 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-7257","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/agriculture-rural-development-food-and-drug-administration-and-related-agencies","Hoeven","John","H.","CHM","Chairman","Merkley","Jeff","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Santos","Rachel","","Professional Staff Member","MAJ","(202) 224-7257","rachel_santos@appro.senate.gov","Clarke","Carlisle","","Clerk","MAJ","(202) 224-7257","carlisle_clarke@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Nellor","Dianne","","Professional Staff Member","MIN","(202) 224-7257","dianne_nellor@appro.senate.gov","Schulken","Jessica","Arden","Clerk","MIN","(202) 224-7257","Jessica_Schulken@appro.senate.gov"
19421,"SAPP25","FS","Federal Senate","Senate Subcommittee on Financial Services and General Government","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 133 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-2104","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/financial-services-and-general-government","Lankford","James","P.","CHM","Chairman","Coons","Christopher","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Smith","LaShawnda","M.","Professional Staff Member","MAJ","(202) 224-2104","lashawnda_smith@appro.senate.gov","Newton","Andrew","","Clerk","MAJ","(202) 224-2104","andrew_newton@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Gourlay Hamilton","Diana","","Professional Staff Member","MIN","(202) 224-1133","diana_hamilton@appro.senate.gov","Murray","Ellen","","Clerk","MIN","(202) 224-1133","ellen_murray@appro.senate.gov"
24749,"SENV10","FS","Federal Senate","Senate Subcommittee on Fisheries, Water, and Wildlife","Subcommittee","Senate Committee on Environment and Public Works","SENV",,"","Room 410 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6175","(202) 224-6176","(202) 224-1273","","http://www.epw.senate.gov/public/index.cfm/fisheries-water-and-wildlife","Boozman","John","N.","CHM","Chairman","Duckworth","Tammy","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24772,"SJUD15","FS","Federal Senate","Senate Subcommittee on the Constitution","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-5922","(202) 224-9516","","http://www.judiciary.senate.gov/about/subcommittees#constitution","Cruz","Ted","","CHM","Chairman","Hirono","Mazie","K.","RMM","Ranking Minority Member","","","","","","","","Hunker","Kathleen","","Counsel","MAJ","(202) 224-5922","kathleen_hunker@judiciary-rep.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trifone","Stephanie","","Counsel","MIN","(202) 224-2823","Stephanie_trifone@judiciary-dem.senate.gov","","","","","","","","","","","","","","","","","","","","",""
24774,"SJUD25","FS","Federal Senate","Senate Subcommittee on Oversight, Agency Action, Federal Rights and Federal Courts","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-4224","(202) 224-9516","","http://www.judiciary.senate.gov/about/subcommittees#oversight","Sasse","Benjamin","E.","CHM","Chairman","Blumenthal","Richard","","RMM","Ranking Minority Member","","","","","","","","Payne","William","","Chief Counsel","MAJ","(202) 224-4224","william_payne@sasse.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crawford","Andrew","","Counsel","MIN","(202) 224-5042","andrew_crawford@judiciary-dem.senate.gov","","","","","","","","","","","","","","","","","","","","",""
24783,"HITL05","FH","Federal House","House Subcommittee on the Central Intelligence Agency","Subcommittee","House Permanent Select Committee on Intelligence","HITL",,"","Room HVC-304 The Capitol Visitors Center","","Washington","DC","20515-6415","(202) 225-4121","(202) 225-1991","","http://intelligence.house.gov/subcommittees/cia-subcommittee.htm","LoBiondo","Frank","A.","CHM","Chairman","Swalwell","Eric","M.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24784,"HITL10","FH","Federal House","House Subcommittee on Department of Defense Intelligence and Overhead Architecture","Subcommittee","House Permanent Select Committee on Intelligence","HITL",,"","Room HVC-304 The Capitol","","Washington","DC","20515-6415","(202) 225-4121","(202) 225-1991","","http://intelligence.house.gov/subcommittees/dod-intelligence-and-overhead-architecture.htm","Stewart","Chris","D.","CHM","Chairman","Sewell","Terri","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24785,"HITL15","FH","Federal House","House Subcommittee on Emerging Threats","Subcommittee","House Permanent Select Committee on Intelligence","HITL",,"","Room HVC-304 The Capitol Visitors Center","","Washington","DC","20515-6415","(202) 225-4121","(202) 225-1991","","http://intelligence.house.gov/subcommittees/emerging-threats-subcommittee.htm","King","Pete","T.","CHM","Chairman","Carson","Andre","D.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24786,"HITL20","FH","Federal House","House Subcommittee on the National Security Agency and Cybersecurity","Subcommittee","House Permanent Select Committee on Intelligence","HITL",,"","Room HVC-304 The Capitol Visitors Center","","Washington","DC","20515-6415","(202) 225-4121","(202) 225-1991","","http://intelligence.house.gov/subcommittees/nsa-and-cybersecurity-subcommittee.htm","Rooney","Tom","J.","CHM","Chairman","Himes","Jim","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24816,"SENV15","FS","Federal Senate","Senate Subcommittee on Superfund, Waste Management, and Regulatory Oversight","Subcommittee","Senate Committee on Environment and Public Works","SENV",,"","Room 410 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6175","(202) 224-6176","(202) 224-1273","","http://www.epw.senate.gov/public/index.cfm/superfund-waste-management-and-regulatory-oversight","Rounds","Mike","","CHM","Chairman","Booker","Cory","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
