"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"

Eshoo is a graduate of Canada College and the CORO Foundation. She was awarded an Honorary Degree by Menlo College and was elected to the San Mateo County Board of Supervisors in 1982. She served on the County Board for ten years before being elected to the U.S. House of Representatives in 1992."

31817,158756,"FL","H","CA","39","","Ed","Royce","R.","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"U.S. Representative Ed Royce serves California's 39th Congressional District, which encompasses parts of Orange, Los Angeles, and San Bernardino Counties.

Royce's priorities in Congress are- addressing our national debt, protecting our homeland, eliminating pork-barrel spending, fighting crime and supporting victims of crime, strengthening education for all students, spurring job creation and strengthening Social Security and Medicare.

Royce has a strong history of public service. He authored the nation's first anti-stalker law as a California State Senator and versions of his bill have been adopted in all 50 states. He was also the legislative author and campaign co-chairman of California's Proposition 115, the Crime Victims/Speedy Trial Initiative, approved by the voters in 1990. In Congress, Royce continues his fight for victims' rights. He wrote and passed the Interstate Stalking Punishment and Prevention Act in 1996. This law makes it a federal crime to pursue a victim across state lines and enables law enforcement to intervene before violence occurs. Royce was active in passing AMBER Alert legislation in 2003, and legislation in 2004 to enhance rights for victims of crime.

For the 114th Congress, Royce was selected to be Chairman of the House Foreign Affairs Committee and he has held that position since January 2013. Royce is one of our nation's premier representatives to foreign governments around the world, and is a strong advocate of a foreign policy that keeps the American homeland safe. Immediately prior to becoming Chairman of the Committee, Royce served as Chairman of the Subcommittee on Terrorism, Nonproliferation, and Trade and a member of the Subcommittee on Asia and the Pacific. For more information on his work on the Foreign Affairs Committee.

As a senior member of the House Financial Services Committee, Royce sits on two Subcommittees- Capital Markets and Government Sponsored Enterprises and Housing and Insurance. Royce has served on the conference committees for some of the most significant legislation in the financial services arena and voted against bailing out Wall Street with taxpayer money in the wake of the 2008 financial crisis. Royce is a leading proponent of comprehensive housing finance reform to reduce the government's presence in housing markets and was the author of legislation that capped CEO compensation at Fannie Mae and Freddie Mac.

Royce has consistently earned honors and awards from the National Taxpayers Union, Citizens Against Government Waste, National Federation of Independent Businesses, Watchdogs of the Treasury, Americans for Tax Reform, U.S. Chamber of Commerce, United Seniors Association, 60 Plus, American Share Holders Association, Citizens for a Sound Economy and the Small Business Survival Committee. The Washington Post recently named him one of the Most Effective Lawmakers in the U.S. Congress.

A California native, Royce is a graduate of the California State University, Fullerton, School of Business Administration. Prior to entering public service, his professional background includes experience as a small business owner, a controller, a capital projects manager, and a corporate tax manager for a Southern California company. Royce and his wife Marie have been married for 30 years and are longtime residents of Fullerton."

31820,346665,"FL","H","NJ","05","","Josh","Gottheimer","S.","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Josh Gottheimer represents New Jersey's Fifth Congressional District in the northernmost part of the state, which includes parts of Bergen, Passaic, Sussex and Warren counties. He was sworn in on January 3, 2017.

Josh serves on the House Financial Services Committee where he works on three Subcommittees- the Capital Markets, Securities, and Investments Subcommittee, the Oversight and Investigation Subcommittee, and the Terrorism and Illicit Finance Subcommittee. In February, Josh was elected Co-Chair of the bipartisan Problem Solvers Caucus, where he brings Members together across party lines and finds areas of agreement on key issues like lowering taxes, cutting burdensome and unnecessary regulation, and improving infrastructure to help the American people. 

Josh was raised in North Caldwell, the son of a preschool teacher and a small business owner. Growing up, Josh worked in his father's store and, like your average New Jersey kid, treasured summer vacations at the Jersey Shore. His first concert was at the Meadowlands to see the one and only Bruce Springsteen!

Josh graduated from West Essex High School before attending the University of Pennsylvania, later becoming a Thouron Fellow at Oxford, and then paid his way through Harvard Law School.

After finishing college, Josh went on to work in the Clinton White House as one of the youngest presidential speechwriters in history. Josh wrote speeches on topics ranging from the global economy to technology and innovation to combatting crime; he also helped draft two State of the Union Addresses.

After leaving the White House, Josh worked at the Ford Motor Company, where he helped rebuild the iconic auto company's image and worked on the first American hybrid. Josh was also a Senior Advisor to the Chair of the U.S. Commission on Civil Rights and published the book Ripples of Hope- Great American Civil Rights Speeches.

Josh later served as Senior Counselor to the Chairman at the Federal Communications Commission. During his tenure, he was the first Director of Office of Public-Private Initiatives, partnering with private companies to break through roadblocks and solve national problems. These partnerships saved taxpayers money while helping law enforcement, boosting digital education, and creating jobs. Josh worked on cybersecurity, broadband adoption, combatting cell phone theft, creating a new public safety emergency alert system, and expanding wireless spectrum. Josh used that experience to help create a nonprofit, JerseyOn, that has expanded access to high-speed internet for low-income New Jersey students to help them compete in the 21st Century economy.

Before running for Congress, Josh worked at Microsoft as General Manager for Corporate Strategy, where focused on the company's expansion into the cloud, e-commerce, and privacy. He was also a member of both the Ridgewood and New Jersey Chambers of Commerce, the Rutgers Business School Advisory Board, and was a visiting fellow at Princeton University's Center for Information Technology. He also taught history at the University of Pennsylvania.

Josh's approach to public service is rooted in his experience in both the public and private sectors. During his time working with President Clinton, Senator Frank Lautenberg, and Speaker Thomas Foley, he saw that, by seeking common ground, it's possible to find a bipartisan path forward without compromising your core values. Josh firmly believes that it doesn't matter if an idea comes from the Democratic or Republican side of the aisle, only whether it will help the communities and people of the Fifth District.

In Congress, Josh is focused on lowering taxes; cutting unnecessary and out-of-date regulations; making sure that New Jersey taxpayers receive a solid return on investment on the federal tax dollars they send to Washington; fighting for education, transportation, veterans' care, and first responders; and standing up for Jersey values.

Josh now lives in Wyckoff, New Jersey with Marla, his wife who was a federal prosecutor, and their two young children, Ellie and Ben."

31822,310708,"FL","H","NM","02","","Steve","Pearce","E.","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Steve Pearce was born in 1947 to a large working-class family.  He was raised in Hobbs, New Mexico, where his father worked as a roustabout, selling vegetables on the side of the road to make ends meet.  With six children to feed, times were often hard in the Pearce household, but his upbringing has made it easy for Steve to relate to the hardworking people of southern New Mexico.

Steve attended New Mexico public schools his entire life, and graduated with a bachelor's degree in economics from New Mexico State University and an MBA  from Eastern New Mexico University.  During the Vietnam War, Steve served as a combat pilot, flying over 518 hours of combat flight and 77 hours of combat support.  He was awarded the Distinguished Flying Cross and two Air Medals, as well as seven other military medals and four exceptional service awards.  Steve continued service at Blytheville Air Force Base in Arkansas, and attained the rank of Captain.

In addition to his firsthand knowledge of the military and its importance to America, Steve is a respected small-businessman who thoroughly understands the economic issues facing our country.  He and his wife Cynthia long owned and operated Lea Fishing Tools, an oilfield services company in Hobbs.  Because of this role, Steve is well aware of the regulations and taxes that plague small-business owners, and wants to help get government out of the way of these hard-working Americans.  Having built his business from the ground up, Steve created 50 jobs in his community.  He is confident that small businesses throughout southern New Mexico form the backbone for job creation and economic growth.

In 1996, Steve was elected to the New Mexico House of Representatives, where he served until 2000.  During this time, he was elected as Caucus Chair and served on the Appropriations Committee.  He was widely recognized for his work in economic development, in which he applied the commonsense principles he had gained as a small-business owner.

In 2002, Steve was elected to the U.S. House of Representatives, where he served until 2009.  With the retirement of Senator Pete Domenici, many New Mexicans were concerned about the loss of a strong conservative voice representing New Mexico in the Senate.  Steve again answered the call to serve by leaving the House and running for U.S. Senate.  His bid was ultimately unsuccessful, but in 2009, amidst an economic crisis, the passage of the President's healthcare bill, and expansion of government regulation, Steve decided to again run for Congress.  As he explained to friends and family, he made the tough decision because he was afraid for his country, and wanted to keep fighting for New Mexico.

Today, Steve continues a lifetime of service as New Mexico's only conservative voice in Washington.  Steve was appointed by his peers to serve on the House Committee on Financial Services, and as chairman of the Congressional Western Caucus.  He continues his work making New Mexicans' voices heard, helping to create jobs in southern New Mexico, and fighting for the liberty of all Americans."

31824,197852,"FL","H","OH","03","","Joyce","Beatty","B.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Congresswoman Joyce Beatty is a native Ohioan with a strong history of connecting people, policy and politics to make a difference. Since 2013, Beatty has proudly represented Ohio's Third Congressional District.

Beatty serves on the exclusive House Committee on Financial Services and is a member of two Subcommittees- Housing and Insurance and Oversight and Investigations. The Financial Services Committee oversees the entire financial services industry, including the nation's banking, securities, insurance, and housing industries, as well as the work of the Federal Reserve, the United States Department of the Treasury and the United States Securities and Exchange Commission.

Prior to her service in the U.S. House of Representatives, Congresswoman Beatty was Senior Vice President of Outreach and Engagement at The Ohio State University and a member in the Ohio House of Representatives for five terms. During her tenure in the Ohio House, she rose to become the first female Democratic House Leader in Ohio's history and was instrumental in spearheading and enacting legislation to require financial literacy in Ohio's public school curriculum, to expand STEM education, and to secure funds to help under- and uninsured women access breast and cervical cancer treatment.

In 2014, Congresswoman Beatty's efforts proved pivotal in securing nearly $4 million in federal funds to address Columbus' infant mortality rate, which is one of the highest in the country. In the same year, she also brought then-Department of House and Urban Development (HUD) Secretary Shaun Donovan to the Third Congressional District to announce a $225 million project to revitalize the Near East Side, led by nearly $30 million in federal funds.

A longtime advocate and champion to end human trafficking, during the 114th Congress, Congresswoman Beatty's bipartisan legislation to combat child sex trafficking unanimously passed the House of Representatives in 2015 and was signed into law as part of a larger measure, the Justice for Victims of Trafficking Act, by President Obama. That same year, Congresswoman Beatty introduced legislation that made the tax deduction for out-of-pocket expenses paid by elementary and secondary teachers for supplies and expenses permanent. Her bill, the Reimburse Educators who Pay for Academic Year (REPAY) Supplies Act of 2015, was later included in the bipartisan tax package, the Protecting Americans from Tax Hikes (PATH) Act of 2015, and was signed into law on December 18, 2015.

In 2015, Beatty also introduced the Housing Financial Literacy Act of 2015 to improve first-time homebuyers' financial knowledge by providing a discount on Federal Housing Administration (FHA) backed mortgage insurance premiums upon successful completion of a HUD certified housing counseling course.

Recently, she introduced the Free Credit Score Act, legislation to require consumer reporting agencies to include a credit score when providing consumers with a free annual credit report. In addition, Beatty authored the Jumpstart Housing Opportunities Utilizing Small Enterprises (HOUSE) Act, or Jumpstart HOUSE Act, which would reauthorize the State Small Business Credit Initiative (SSBCI) for eight years and require state business development agencies to set aside the lesser of $2.5 million or 10 percent of unobligated SSBCI funds for small businesses to purchase, rehabilitate, or operate affordable housing units. She also played a major role, alongside other federal and local officials, in helping the City of Columbus win the Department of Transportation's (DOT) Smart City Challenge, a nationwide competition powered by a pledge of up to $40 million in federal funds to transform one mid-size city's transportation network and make it safer, easier to use and more reliable.

Congresswoman Beatty is a committed and vocal supporter of the Congressional Black Caucus, concussion awareness and education legislation, and the Office of Minority and Women Inclusion (OMWI), which seeks to increase the participation of women and minorities in all facets of the financial marketplace.

A sought after public speaker and the recipient of numerous awards, she was previously named one of Ebony Magazine's 150 most powerful African-Americans in the United States.

Congresswoman Beatty is active in The Links, Inc., Delta Sigma Theta Sorority, Inc., National Coalition of 100 Black Women, Columbus Urban League, The American Heart Association-where she previously served on the board-and numerous other organizations.

Beatty received her Bachelor of Arts from Central State University, her Master of Science from Wright State University, and completed all requirements but her dissertation for a doctorate at the University of Cincinnati. In addition, she has been awarded honorary doctorate degrees from Ohio Dominican University and Central State University.

Congresswoman Beatty is married to attorney Otto Beatty, Jr. and a proud grandmother of two toddlers who lovingly call her ""Grammy."""

31825,289367,"FL","H","CA","21","","David","Valadao","G.","Rep.","","US Representative","Narrative Bio","",2017-05-10 00:00:00,"Congressman David G. Valadao was born and raised in Hanford, California in the center of the agriculturally rich Twenty First Congressional District. As a lifelong resident of the Central Valley, he has been active in agriculture and dairy industry groups, as well as many local causes including Children's Hospital Central California, 4-H, Future Farmers of America, and various Catholic charities.

The Valadao family emigrated from the Azores Islands of Portugal to the United States in 1969. After settling in the Central Valley, Valadao's father started a small dairy farm in the Central Valley in 1973. Valadao was born on April 14, 1977. 

The family business now consists of two dairies, as well as over 1,000 acres of farmland in Kings and western Tulare County, on which Valadao and his family grow alfalfa, corn, and wheat as dairy feed stock.

Intimately involved in the dairy industry, Valadao has taken on leadership roles within the California Milk Advisory Board, and Western States Dairy Trade Association. In addition, he was elected as Regional Leadership Council Chairman for Land O' Lakes, Inc.

Valadao attended local schools, graduating from Hanford High School in 1995 and later attended the College of the Sequoias in Visalia. He is currently a partner at Valadao Dairy and Triple V Dairy. Valadao married his high school sweetheart, Terra, in 1999. Together, they have three beautiful children.

In 2010, Valadao was elected to represent California's 30th State Assembly District. Valadao served on several California Assembly Committees including the Agriculture Committee, where he held the position of Committee Vice-Chair.

In 2012, Valadao was elected to represent California's 21st Congressional District, which includes Kings County and portions of Fresno, Kern, and Tulare Counties. He was reelected for his second term in November 2014. Most recently, in November 2016, Valadao was elected to serve a third term in the United States House of Representatives. Valadao is proud to serve on the influential House Appropriations Committee, which is the committee responsible for funding the federal government and determining where American tax dollars are spent.

Valadao serves on the Agriculture Subcommittee,  the Military Construction and Veterans Affairs Subcommittees, and the Transportation and Infrastructure Subcommittee. Since he came to Congress, Valadao has established himself as a leader in agriculture and water policy, two important issues for his constituents in CA-21. His time in Congress has been focused on combating the water issues impacting California's Central Valley. In the 114th Congress, Valadao introduced H.R. 2829, the Western Water and American Food Security Act of 2015, to address the regulatory burdens that have largely contributed to the severe drought conditions in Central and Southern California. Valadao aims to ensure Congress does everything in their power to provide relief for the farmers, families, and entire communities suffering from the current water crisis. This Congress, Valadao has introduced H.R. 23, the Gaining Responsibility on Water Act to improve Western water reliability in the United States. 

Valadao's work on the Military Construction and Veterans Affairs Committee has fostered his interest in ensuring our active duty military members have the tools and services they need to defend our nation and keep Americans safe. Valadao worked hard to ensure Naval Air Station Lemoore was named the location for the U.S. Navy's Pacific Fleet of the F-35C aircraft. Valadao is also dedicated to keeping our promises to our nation's veterans by making sure those who served our country are taken care of in their retirement years and receive the best quality healthcare available."

31828,211693,"FL","H","OK","04","","Tom","Cole","J.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Currently serving in his eight term, Tom Cole was elected to Congress in 2002. He was identified as ""one of the sharpest minds in the House"" by Time Magazine and ""the hardest working Member of Congress"" by Newsmax.  In 2017, Cole was inducted into the Oklahoma Hall of Fame.

In Congress, Cole is recognized as an advocate for taxpayers and small business, a proponent for a strong national defense and a leader in promoting biomedical research. He is considered the [foremost] expert in the House on issues dealing with Native Americans and tribal governments. The National Congress of the American Indian has cited Cole for distinguished service on three different occasions (2007, 2011 and 2017), more than any other Member of Congress in the history of the organization.

Since 2009, Cole has served on the powerful House Appropriations Committee, where he chairs the subcommittee on Labor, Health and Human Services, Education and Related Agencies. He also serves on the subcommittee for Defense and Interior appropriations. Cole represents the Appropriations Committee on the House Budget Committee, serving as the senior Appropriator on the panel. In 2012, Cole was appointed by the Speaker of the House to serve on the House Committee on Rules. In 2017, he was named Vice Chairman of the committee. Cole also serves as a Deputy Whip for the Republican Conference.

Tom Cole has a significant background of service to his home state of Oklahoma. He has served as the State Chairman of the Oklahoma Republican Party, District Director to former Congressman Mickey Edwards, a member of the Oklahoma State Senate and as Oklahoma's Secretary of State. In this capacity, he served as former Governor Frank Keating's chief legislative strategist and liaison to the state's federal delegation. Keating tapped Cole to lead Oklahoma's successful effort to secure federal funds to assist in the rebuilding of Oklahoma City in the wake of the bombing of the Alfred P. Murrah Federal Building on April 19, 1995.

Cole is widely regarded as one of the GOP's top political strategists. He served as the Executive Director of the National Republican Congressional Committee in the 1992 cycle. He also served as the Chief of Staff of the Republican National Committee during the historic 2000 cycle in which Republicans won the presidency, the Senate and the House for the first time in 48 years. In the 2008 cycle, Cole served as the Chairman of the National Republican Congressional Committee.

Cole is a founding partner and past president of CHS & Associates, a nationally recognized political consulting and survey research firm based in Oklahoma City. The firm has been named one of the top 20 in its field and has literally dozens of past and current clients scattered across the country.

A former college instructor in history and politics, Cole holds a B.A. from Grinnell College, a M.A. from Yale University and a Ph.D. from the University of Oklahoma. Cole has been a Thomas Watson Fellow and a Fulbright Fellow at the University of London. Tom has also received honorary degrees from Randall University, Oklahoma City University and Grinnell College. He serves on the Smithsonian Institution Board of Regents and the national board of the Fulbright Association. He is also a member of the Congressional Advisory Board to the Aspen Institute.

Tom Cole is a fifth generation Oklahoman and an enrolled member of the Chickasaw Nation. He is one of only two tribal members currently serving in Congress. He was inducted into the Chickasaw Hall of Fame in 2004. Cole's late mother, Helen, is also a member of the Chickasaw Hall of Fame and served as a state representative, state senator and the Mayor of Moore in her native state of Oklahoma. Cole's late father, John, served 20 years in the United State Air Force and worked an additional two decades as a civilian federal employee at Tinker Air Force Base.

Tom and his wife, Ellen, have one son, Mason, and reside in Moore, Oklahoma."

31830,285181,"FL","H","CO","04","","Kenneth","Buck","R.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Congressman Ken Buck is a Republican from Windsor, representing Colorado's 4th Congressional District. He was first elected to Congress on November 4, 2014, and is currently serving his second term in the United States House of Representatives. 

Ken serves on the House Judiciary Committee and the House Committee on Rules.  He serves on the Judiciary Subcommittees on Immigration and Border Security and Regulatory Reform, Commercial, and Antitrust Law.

Ken Buck learned the value of hard work from his grandfather, who opened a shoe repair store in Greeley in the 1930's. One of three brothers, Ken worked his way through high school, college and law school as a janitor, truck driver, furniture mover and as a ranch hand.

After law school, Ken worked for Congressman Dick Cheney (R-WY) on the Iran-Contra Investigation and then became a prosecutor with the U.S. Department of Justice. In 1990 Ken joined the Colorado U.S. Attorney's Office where he became the Chief of the Criminal Division.

In 2002 Ken joined Hensel Phelps Construction Co. in Greeley as a business executive.

Starting in 2004 Ken Buck was elected Weld County District Attorney three times. He led a staff of more than sixty people with a strong record of criminal prosecution and crime prevention. Under Ken's leadership, the crime rate in Weld County dropped 50%, one of the best records in the country.

Ken is a Christian and a leader in his profession and community. Ken has volunteered and served on the boards of many important community groups. As District Attorney, Ken brought together community leaders to create the Juvenile Assessment Center (JAC). The Center has helped more than two thousand kids and their families get back on the right path in life.

Ken's wife Perry is currently a Representative in the Colorado House. They live in Windsor where Perry owns a small business. Ken's son Cody graduated from West Point and is a US Army Officer. Ken's daughter Kaitlin is a business executive in Colorado after graduating from Clemson University."

31832,288232,"FL","H","PA","06","","Ryan","Costello","A.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Congressman Ryan A. Costello was re-elected to a second term in the U.S. House of Representatives in November 2016 to serve the people of Pennsylvania's Sixth Congressional District. As a sophomore member of the House, Ryan serves on the Energy and Commerce Committee, as well as the Communications and Technology Subcommittee, the Digital Commerce and Consumer Protection Subcommittee, and the Oversight and Investigations Subcommittee. Ryan's committee assignment for the 115th Congress reflects the strengths and interests of the Sixth District's residents, and Ryan's interest in innovation, clean energy, job growth, and providing forward-looking solutions for the people he represents.

Ryan is a life-long resident of Chester County, where he lives with his wife, Christine, their son, Ryan Jr, and their daughter, Caroline.  A graduate of Owen J. Roberts High School in Pottstown, Ryan earned his undergraduate degree from Ursinus College in Collegeville and his J.D. from the Villanova University School of Law.

Since arriving to Congress in January 2015, Ryan has made an immediate impact in several areas, including returning control over education policy to parents and teachers, rolling back job-killing taxes on Pennsylvania's life sciences innovators, and fighting for Pennsylvania workers and families to maintain quality health coverage.  In addition, in his first year in office, Ryan re-established the House Land Conservation Caucus to promote the preservation and protection of our country's scenic open spaces and supported efforts to extend and make permanent the conservation easement tax incentive.

During his first term, Ryan served on the House Committee on Veterans' Affairs, where he was a tireless advocate for our nation's veterans and their families. Although he no longer serves on the Veterans' Affairs Committee, Ryan remains committed to helping veterans access the medical care, education benefits, and other services they've earned. In fact, Ryan introduced H.R. 27, the Ensuring VA Employee Accountability Act, which was the first bill to pass the House in the 115th Congress.  Last Congress, Ryan introduced H.R. 3936, the VET Act, to create a more veteran-friendly process for filing claims and receiving assistance. The VET Act passed the House unanimously on June 21, 2016. 

The son of two Pennsylvania public school teachers, Ryan also places a high value on giving local educators the support and flexibility needed to prepare all students for a lifetime of success.  From the day he took office, he has worked to reduce the power of Washington bureaucrats in our classrooms and roll back one-size-fits-all standardized-testing mandates.  He was instrumental in the enactment of the bipartisan Every Student Succeeds Act (ESSA), which overhauled the flawed No Child Left Behind Act, eliminated duplicative and costly standardized testing requirements, and restored decision-making over curriculum and instruction to parents, teachers, and administrators.  

As a member of the Congressional Career and Technical Education Caucus and the Republican Co-Chair of the 21st Century Skills Caucus, Ryan is committed to working across the aisle to find commonsense solutions to ensure our students have the financial aid and in-demand skills needed to achieve successful careers in the modern job market. That's why he introduced H.R. 5663, the Critical Thinking, Collaboration, Communication, and Creativity (4 C's) for Careers Act, legislation that would align education programs with state and local workforce development efforts so students are learning the skills employers need. This legislation also encourages curriculum planning to emphasize the development of employability skills and attaining credentials. Through these initiatives, students in Southeastern Pennsylvania would be more prepared for today's competitive workforce.

Another priority of Ryan's is building a safe and reliable transportation network that can create jobs and protect economic opportunity. During his first term, Ryan helped enact a fully-paid, five-year transportation funding package that will bring more than $770 million back to Pennsylvania for bridges, roads, and passenger and freight rail improvements.  This effort, also known as the Fixing America's Surface Transportation (FAST) Act, streamlined the project-approval process and included a provision Ryan authored to allow short-line railroads to compete for federal grants to improve safety at road crossings.

Renowned national political commentator Stuart Rothenberg described Ryan as ""a pragmatic conservative"" while Reading Eagle columnist Ron Southwick noted Ryan's enthusiasm for the job, predicting that he would be engaged and not simply ""an anonymous lawmaker who merely keeps a seat warm.""

Prior to winning election to Congress in 2014, Ryan served the residents of Chester County on the Board of Commissioners.  He was selected chairman of the Board of Commissioners in 2013.  While still in law school, Ryan won a seat on the East Vincent Township Board of Supervisors, serving as Chairman for four years."

31834,638992,"FL","H","PA","18","","Conor","Lamb","","Rep.","","US Representative","Narrative Bio","",2018-04-13 00:00:00,"Congressman Conor Lamb was sworn in on April 12, 2018 to represent Pennsylvania's 18th congressional district, which includes parts of Allegheny, Westmoreland, Washington and Greene Counties in southwestern Pennsylvania. Lamb previously served as an Assistant U.S. Attorney in the Justice Department's Pittsburgh office, where he prosecuted violent crimes and drug trafficking and helped establish the office as a national leader in the fight against the heroin epidemic. Lamb served on active duty in the U.S. Marine Corps from 2009-2013, and continues to serve as a Major in the U.S. Marine Corps Reserves. 

Lamb's priorities in Congress include protecting Social Security and Medicare, fighting for good jobs and strong unions, making health care more affordable, and taking aggressive action to combat the heroin epidemic. 

Lamb, 33, resides in Mt. Lebanon, where he grew up. He is a graduate of Pittsburgh Central Catholic High School (2002), and went to college and law school at the University of Pennsylvania (2006, 2009)."

31835,213970,"FL","H","SC","03","","Jeff","Duncan","D.","Rep.","","US Representative","Narrative Bio","",2017-04-24 00:00:00,"Jeff Duncan is a South Carolina native and a 1988 graduate of Clemson University. Prior to being elected to the U.S. House of Representatives, Congressman Duncan served as branch manager and an Assistant Vice President during his seven years of working in community banking. Later, he became the President and CEO of J. Duncan Associates, a South Carolina based, family owned real estate marketing firm which specialized in statewide real estate auctions.

Duncan served as a member of the South Carolina House of Representatives from 2002-2010, where he served as the Chairman of the House Agriculture, Natural Resources and Environmental Affairs Committee from 2007 to 2009.

During his tenure in the South Carolina House of Representatives, Jeff was known as one of the most conservative House Members, earning recognition as a ""Taxpayer's Hero"" from Governor Mark Sanford for his work combating wasteful government spending and fighting against tax increases. Jeff has also received the ""Guardian of Small Business"" award from the National Federation of Independent Businesses (NFIB); he had an A+ rating from the Club for Growth; he was awarded the Palmetto Leadership Award from the SC Policy Council during his Freshman term; ""Legislator of the Year"" recognition from both the SC Recreation and Parks Association and the SC Wildlife Federation.  In 2010, Jeff Duncan was awarded The Order of the Palmetto, the highest civilian honor awarded by the Governor of South Carolina.

Congressman Duncan is passionate about American Energy Independence.  While a State Legislator, Jeff served on the US Department of the Interior's Outer Continental Shelf's 5 year Planning Sub-Committee which was charged with making recommendations for oil and natural gas leases on offshore areas. In addition, he served on the state's Natural Gas Offshore Drilling Study Committee and was appointed to represent the state of South Carolina on the Southern States Energy Board.

Elected in 2010 to the 112th Congress, Jeff currently sits on House committees including the Homeland Security Committee, and the Foreign Affairs Committee.  He also serves as the Subcommittee Chairman of Foreign Affairs' Western Hemisphere Subcommittee. Additionally, Congressman Duncan was appointed by Speaker John Boehner to the Executive Committee for the Tom Lantos Human Rights Commission.

Jeff takes a particular interest in the promotion of nuclear energy, a topic especially important to South Carolina, home of the Savannah River Site nuclear complex.  Energy independence is vital to national security and a segue to job creation.  Congressman Duncan views nuclear power as a key ingredient in that equation. He supports the use of the Yucca Mountain site in Nevada as a long-term storage site for nuclear waste.  Although he is a strong proponent of American solutions to American energy issues, Congressman Duncan is not in favor of federal energy subsidies for alternative energy or ethanol.

A member of both the Republican Study Committee and the Tea Party Caucus, Jeff took a strong stand on major fiscal issues in the 112th Congress. Dissatisfied with the level of spending cuts offered, he split from a majority of Republicans in his opposition of- the final fiscal 2011 spending deal; the final debt limit increase deal in August 2011; both versions of a bill to keep the government operating at the start of fiscal 2012; and the final FY 2012 Appropriations bill.  A strong believer in the Constitution, Jeff fought against ambiguous language in the National Defense Authorization Act which he feels could put certain American liberties in peril.

In February 2011, he introduced a resolution that would create a new committee called the Committee on the Elimination of Nonessential Federal Programs, with the express purpose of reducing federal outlays. He supports taking a closer look at any government agency that is not included in the constitutional role of the federal government.

Jeff strongly believes that border security does fit the Constitutional definition of a federal duty and is proudly a member of the Border and Maritime Security subcommittee. He advocates an ""all-of-the-above"" strategy for border enforcement, including physical fencing, greater use of surveillance technology and increased manpower. His stance on border security includes an immigration policy aspect, as well as a national security element. He supports stronger enforcement of immigration laws and opposes amnesty for illegal immigrants already in the country.

Duncan has also worked the national security angle to border enforcement from his position on the Foreign Affairs Committee. When news reports broke in October 2011 that the Iranian government allegedly wanted members of Mexican drug cartels to carry out an assassination on U.S. soil, Duncan introduced a resolution urging the government to consider Iran a threat to the Western Hemisphere when formulating counterterrorism strategy.

Act! for America presented Representative Duncan with the ""2011 National Security Patriot Award"" because of his strong and enduring commitment to protecting our national security and democratic values.

Jeff also serves as the co-chairman of the Sovereignty Caucus. The Caucus seeks to combat the influence of international organizations and multilateral agreements on United States policy. He urges greater scrutiny of foreign aid and has been an advocate for blocking economic assistance to governments that oppose the United States in the U.N. General Assembly.

In September 2011, Duncan became the only member of Congress with a 100 percent rating on the Heritage Action for America legislative scorecard ""covering the full spectrum of conservatism."" 

Jeff has been married to his wife Melody for twenty-seven years and they have three sons- Graham, John Philip, and Parker. The Duncan family are members of First Baptist Church of Clinton, South Carolina."

31836,159057,"FL","S","SC","S01","","Lindsey","Graham","","Sen.","","US Senator","Narrative Bio","",2017-05-11 00:00:00,"Lindsey Graham has earned a reputation as a conservative problem-solver and one of the strongest proponents of a robust national defense.

A frequent visitor to American troops stationed overseas for on-the-ground assessments, Graham has consistently pushed for outcomes in the War on Terror which protect our long-term national security interests. One leading conservative recently wrote that when it comes to defending America, ""[Lindsey] Graham has been right about more things on foreign policy for longer than just about anyoneif anyone has bragging rights on foreign policy, it is Graham.""

Graham is also a leader in cutting spending, reforming entitlements, and getting government out of the way so businesses can create jobs. One national conservative organization called him a Taxpayer Hero who puts ""the interests of the taxpayer ahead of politics by consistently voting to cut wasteful spending, reduce the tax burden, and make government more accountable to taxpayers.""

Graham was elected to the United States Senate in 2002 and was re-elected in 2008 and 2014. He became the first person in South Carolina history to garner over one million votes in the 2008 general election.

Prior to serving in the Senate, Graham was elected to the U.S. House of Representatives in 1994 as the first Republican from the Third Congressional District of South Carolina since 1877.

Before being elected to Congress, Graham compiled a distinguished record in the United States Air Force as he logged six-and-a-half years of service on active duty as an Air Force lawyer. From 1984-1988, he was assigned overseas and served at Rhein-Main Air Force Base in Germany. Upon leaving active duty Air Force in 1989, Graham joined the South Carolina Air National Guard where he served until 1995. During the first Gulf War in the early 90's, Graham was called to active duty and served state-side at McEntire Air National Guard Base as Staff Judge Advocate where he prepared members for deployment to the Gulf region.

